sentence,Label
সম্পাদক জাফর ইকবাল ভুল হওয়াটাই স্বাভাবিক কারণ সম্পাদনা করার সময় উনিত আর বিসমিল্লাহ বলে নি।,0
বইগুলোর সংশোধন করতে প্রয়োজনীয় সব খরচ সংশ্লিষ্ট ব্যক্তির কাছ থেকে নেয়া হোক।,0
ইতিহাস ধ্বংস হয় নাই হওয়ার পথে এখনো সময় আছে আমাদের বাঙালির ইতিহাস কে জানো কোনো পরিবর্তন না আনে তাহলে নতুন প্রজন্মের কিভাবে জানবে এই আমাদের বাংলাদেশের বাংলার ইতিহাস!,0
একটা দেশের শিক্ষাব্যবস্থা কতটা নিচে নামলে এই ধরনের ভুল হয়। আসলে বাংলাদেশে যারা বই লিখেছে তারা তো বানর থেকে মানুষ হয়েছে তাই এরকম,0
বই ছাপানোর পর কি এগুলো চেক করা হয় না? আমার মতে কিছু ভুলের শাস্তি হওয়া উচিত,0
খুবই হাসির ব্যাপার যে এনসিটিবি বইয়ে ভুল।,0
"সকল মুসলমানদের প্রতি বিনিত আবেদন, আপনারা সন্তানদেরকে ইস্কুলে ভর্তি করাবেন না যতক্ষণ না শিক্ষা নীতি সং শুধন হয়।",0
"মানুষ থেকে মানুষের সৃষ্টি,, বানর থেকে জাফর সৃষ্টি",0
সকলের ছেলে মেয়েকে কওমি মাদ্রাসায় দিয়ে দেন।,0
জাফর ইকবালের বিচার চাই। ওরে দেশ দৌহির বিচার করতে হবে।ওর পাসি চাই,0
"এর মতো মানুষকে এতো বড় দায়িত্ব দেয়াতে, খুশিতে ভুল করে ফেলেছে। তাকে বেশি সময় মেয়েদের অনুষ্ঠানে দেখা যায়।",0
যে বানর থেকে সৃষ্টি তার বান্দরামী দেশের মানুষকে সহ্য করতে হবে এটাই স্বাভাবিক......,0
বাংলাদেশের শিক্ষাব্যবস্থা এত খারাপ যা বলার বাইরে। আজ স্নাতক শ্রেণীতে পড়ে আমি শুধু আফসোস আর আফসোস করছি যে আল্লাহ কেনো আমার জন্ম এই দেশেই দিল।,0
আল্লাহ ছাড় দেন ছেড়ে দেন না,0
জাফর ইকবাল বানর কে অবশ্যই চিড়িয়াখানায় ভরতে হবে না হলে দেশের শিক্ষাব্যবস্থা বানরের মত ভুলে ভরে যাবে,0
দায় স্বীকার করে এড়িয়ে গেলে চলবেনা সমস্ত বই তুলে নিতে হবে এবং নতুন করে সাজাতে হবে!,0
সম্পূর্ণ পরিকল্পিতভাবে করা হয়েছে। চাপে পড়ে এখন দায় স্বীকার করছে। কিন্তু দেশের শত শত কোটি টাকা এভাবে নষ্ট করলো কেন? সেটার দায় কে নেবে?,0
জাফর ইকবাল সাহেবের লেজ কোথায় সেটা নিয়ে গবেষণা শুরু করেন তাহলে আমরা কিছু শিখতে পারতাম,0
একেবারে শুরুতেই উনাকে নিয়ে আমি সন্দিহান ছিলাম।,0
"যার বংশধর ছিলেন টয়লেটের তেলাপোকা,যার দাদা ছিলেন বান্দর,সে আর বইয়ে সঠিক কিছু কিভাবে ছাপাবে",0
ছাপার আগে ভূল দেখ নাই।ভাল মানুষ রেখে এদের দায়িত্য দেয়া হয় জাতীকে বিব্রান্ত করতে।,0
যে পশু থেকে মানুষ হতে চায় সে এর চেয়া ভালো কী অপহার দিবে।,0
প্রায়ই দেখি পরীক্ষার প্রশ্নপত্রে ভুল অথবা ২০১৪ সালের প্রশ্ন ২০১৬ দেয়া হচ্ছে ! কেন সংশোধন না করে ছাপানো হয় না?,0
এ দেশে শিক্ষা ব্যবস্থা শেষ,0
শিক্ষা কাকে বলে জনগণের সামনে উলংগ,0
বাঙালির উন্নত মানের ভালশুন ড.জাফর ইকবাল,0
আগামী বছর ঠিক করার কথা বলে সারাজীবনেও সংশোধন এবছরেই সংশোধন করতে হবে প্রয়োজনে এবছর স্কুল বন্ধ রেখে আগে বই সংশোধন করুক।,0
ভুল স্বীকার করে ক্ষমা হয়ে যাবে এটা হবে না আইনের আওতায় এনে দৃষ্টান্তমূলক শাস্তি দাবি করছি।,0
আগের পাঠ্যবই কতটা নির্ভুল ছিল। কত সুন্দর গদ্য পদ্যে সাজানো। প্রতি বছরে বই পরিবর্তন করতে করতে শিক্ষার শ ও নেই এখন।,0
নতুন করে বই লেখা হউক এবং সব ক্ষতিপুরন জাফর কে দেয়া হউক।,0
এদেশের শিক্ষা ব্যবস্থা যারা নিয়ন্ত্রণ করে যাদের কাছথেকে এর চেয়ে ভালো কিছু আশা করা যায় না,0
আল্লাহ যেনো এই বানরের উপরে গজব পড়ুক,0
এই লোকটিকে বিচারের আওতায় আনা হোক,0
এই ভুল এই গুলো ইচ্ছে করেই করা।,0
"আসল ভুল গুলো উল্লেখ করা হয় নাই। পর্দা, ইসলাম ও মুসলিম ইতিহাস নিয়ে যে ভুল গুলো হয়েছে সেদিকেও নজর দেয়া উচিত।",0
"দেশ কিভাবে চলে আল্লাহপাক ভালো জানেন,কোনো কিছুর আগা মাথা নাই",0
এই নাস্তিকের উপযুক্ত শাস্তি চাই এবং শিক্ষা মন্ত্রীর পদত্যাগ চাই।,0
শিক্ষার্থীদের হাতে বই পৌছানোর আগেই কী পর্যবেক্ষণ করা যায় না?,0
"ভাই উনি বানর থেকে ডক্টর হয়েছেন,এতটুকু ভুল তো মার্জনা করতেই হবে",0
"মানি বানর থেকে মানুষ হলে একটু ভুল হবেই, কিন্তু বানর ওই ভুলের জন্য বানরের পশ্চায়েতের লাল জায়গাটার মধ্যে মাঝেমধ্যে পিটানিয়ো দিতে হয়",0
"হুমায়ূন আহমাদ এর ভাই জাফর ইকবাল ভাবতে অবাক লাগে আমার,৷৷শিক্ষার এই দশা হলে মাদ্রাসায় পরানো ছাড়া গতি নাই,,,,,",0
এই বানরটার বিচার করা হোক।,0
"এই বই গুলোর ব্যাপারে আরও অভিযোগ, বইতে গুলো তে মুসলিম শাসক বা ব্যাক্তিত্বদের কৃতিত্ব বা অর্জন গুলিকে প্রশ্নবিদ্ধ করা হয়েছে। বই এর প্রচ্ছদেও নাকি আমাদের দেশের প্রতীক বা অন্যকিছু প্রাধান্য পায় নি। সত্য মিথ্যা জানি না। এমন টা হলে দুঃখজনক।",0
এরকম ছোটখাটো শত শত ভুল অনার্সের প্রতিটি শ্রেণীর প্রতিটি বিভাগের প্রতিটি লেখকের বইয়ে আছে।,0
বানর তেকে মানুষ হওয়া আমাদের আাবাল জাফর ইকবাল,0
এসব ষাঁড়দের জন্যই শিক্ষা ব্যবস্থার করুণ অবস্থা।,0
"ধর্মীয় বই না হলেও ধর্মীয় বিদ্বেষ ছড়ানো হচ্ছে ইচ্ছাকৃতভাবে। এটা বড়ো অপরাধ, এগুলো পরিবর্তন করতে হবে।",0
তাহলে আমরা একবার চিন্তা করে দেখি পৃথিবীতে কত হাজার হাজার বই আছে এবং পত্যেক বইয়েই কিছু না কিছু বুল লেখা আছে।কিন্তুু আমার আল্লাহর একমাএ কুরআনে একটা হরফও ভুল নাই।সুবহানআল্লাহ।,0
এ সকল বইগুলো সবাই এক সাথে পুড়ি পালা দরকার,0
আগামী বছর বইয়ের ভুল গুলা সংশোধন করা হবে ২০২৩ এর ছাত্র ছাত্রী কি ভুল লেখা পড়া করবে,0
এই হালার বিচার হওয়া দরকার,0
"উনিতো শিম্পাঞ্জি থেকে মানুষ হয়েছে তার মাথার কতটুকু জ্ঞান থাকতে পারে,,,",0
এদের ফাঁসি চাই,0
অযোগ্য লোক দিয়ে কাজ করালে যা হবার তাই হয়েছে,0
"বাঙালী কতটুকু স্বাধীন এবং নিরাপদ, আওয়ামী লীগের কাছে?",0
চোরদের কঠিন শাস্তি চাই,0
"উনার মত মানুষ এতোবড় ভুল করবে, এটা মেনে নেয়া যায়না। ছাত্র/ছাত্রীদের পড়ালেখার ক্ষতিপূরণ কে দেবে, এর দায়ভার কার?",0
প্লেইজারিজম বা চৌর্যবৃত্তি কি আবার সরাসরি বলেন না চুরি । চুরি বলতে কি লজ্জা লাগে।,0
"জাফর ইকবাল একজন নারী বিজ্ঞানি,,,তারে কিভাবে এই দায়িত্ব দেওয়া হয়৷৷",0
একজন নাস্তিক থেকে এর চেয়ে ভালো কাজ কি আর আশা করা যায় ?,0
সর্বপ্রথম যখন মেশিন রিডেবল পাসপোর্ট ইস্যু হয় তখনও দেখা গিয়েছে পাসপোর্ট এর পাতায় মূর্তি এবং মন্দিরের জলছাপ আর এইবার বইয়ের মাধ্যমে যে সমস্ত বিষয় উঠে এসেছে এতে বুঝা যায় অনেক গভীরে ষড়যন্ত্র।,0
ওনাকে কেন এই দায়িত্ব দেওয়া হল?,0
অবশেষ স্বীকার করলেন। আপনি বানর হতে মানুষও হয়েছেন।,0
শেষ! শিক্ষা খাতের সব কিছু শেষ।।।,0
এই বই গুলো লেখে কোন নাস্তিকরা এদের একটা ব্যাবস্থা করতে হবে।,0
"ভাই উনি বানর থেকে ডক্টর হয়েছেন,এতটুকু ভুল তো মার্জনা করতেই হবে",0
বাংলাদেশের শিক্ষাব্যবস্থা ধ্বংস হয়ে গেছে,0
বানর থেকে মানুষ জাফর ইকবাল,0
পশুর কাছে আর কি শিখবে মানুষ,0
"নবম শ্রেণির শিক্ষার্থী বই এখনও দেওয়া হয় নাই, বছরের একমাস হইয়াছে",0
আমরা এখন অন্ধকার যুগ পার করছি!,0
"এরাই হলো তথাকথিত বিজ্ঞানী আর বুদ্ধিজীবী,",0
দেশ ধ্বংস দেশের উন্নতি কত হইছে বোঝার বাকি নাই,0
যে টাকা ক্ষতি হবে সেটা দিবে কে?,0
মানুষ এখন মানুষ থেকে বানর হবে,0
আর কতো দুর্নীতি করবেন এদেশটাকে নিয়ে,0
গাড়ির পিছনের ভুল বানান দেখলেই বুঝা যায়. দেশ কতটা শিক্ষিত জনগন বাস করে।,0
"এটা টাকা চুরির একটা পাদ, বার বার একেই ভুল করলে বেশি বেশি টাকা চুরি করতে পারবে",0
এতদিনে বুঝলো দেশবাসী,0
"যার যোগাযোতা নাই বই লেখার, তাকে দিয়ে বই লেখা হচ্ছে কেন, মনে হচ্ছে মাথা কাজ করে না, এদের কে বহিষ্কার করা উচিত,",0
দেশটাকে মূর্খ রাখতে চায়।,0
সরকারি কর্মচারীরা এসব নিত্তনৈমিত্তিক ঘটনা।,0
বানর তো বানর ঐ সে কিভাবে মানুষের মত বই লিখবে,0
বানোর থেকে জন্ম যার সে তো এমনি বই সৃকৃতি দিবে।,0
শিক্ষা মন্ত্রীর পদত্যাগ চাই,0
এই বছর কি এই ভুল বই পড়ে যাবে নাকি এবছর। ডারউইনের চ্যাপ্টার চেঞ্জ করা হোক,0
দেশের সব সেক্টর ধ্বংস। খুবই দুঃখজনক।,0
বই গুলো চটি লেখক দ্বারা লিখিত ও সম্পাদিত।,0
বানর এর বাচ্চা জাফর রে কেনো ডাক্তার বলেন বুঝি না!,0
ধন্যবাদ যমুনা টিভি কে,0
সবচেয়ে নিকৃষ্ট মন্ত্রণালয় শিক্ষা মন্ত্রণালয়।,0
মজা রে মজা,0
"উনি যা করছে ইচ্ছে করে করছে,উনি জানতেন ভুল হয়েছে,সংশোধন করার চেষ্টা করেনি।শাস্তি দাবি করছি",0
"গাদা দিয়ে হাল চাষ করালে ক্ষেতের যে অবস্থা হয়,বর্তমানে তাই হইছে।",0
শাস্তি দাবি করছি,0
নতুন এক জাতি গঠন করতে চাচ্ছে সরকার,0
"আমরা আর আমাদের সন্তানদের স্কুলে পড়াবো না,, মাদ্রাসায় ভর্তি করে সুশিক্ষিত করবো,, ইনশাআল্লাহ",0
আগামী বছর কেন এই বছরেই সংশোধন করতে হবে,0
ভবিষ্যতে বাচ্চারা সাটিফিকেট ধারী মূখ্য মানুষ হবে,0
এই বইগুলোতে যে পর্দা দাড়ি নিয়ে কটুক্তি সমকামিতাকে প্রমোট করা হয়েছে সেগুলো কে বলবে। সম্পূর্ণ বই বাতিল করে নতুন সঠিক বই দেয়ার জোর দাবি জানাই।,0
শিক্ষকদের ভুমিকা কি? উনাদের ভুমিকা আরো জোরালো হওয়ার আশাকরি।,0
জয় বাংলার প্রোডাক্ট.........প্রতিবুন্ধী লেখক সম্পাদক,0
ওতো নাস্তিক,0
এমন ভূল কে ধিক্কার জানায়,0
এই সব দেখে আপনারা ধরা দেন নায় কেন এটাই বড় অপরাধ,0
সরাসরি নিক্ষেপ করলাম।,0
ক্ষমাহীন এই ভুল। কে ফাইনাল দেখে প্রেসে যাওয়ার আগে জানতে চাই।,0
উনারে জেলে ভরে পিটানোর উপায় নেই??,0
ষাড় জাফ্রিকবাল,0
ধ্বংস করে ফেলছে শিক্ষা।,0
বাটপারি একটা সিমা থাকা দরকার,0
এই ভুল লেখক জানোয়ারের বাচ্চাকে ফাঁসি দেওয়া হোক,0
দেশের শিক্ষা ব্যবস্তা ধংশ,0
হের জিবনে হেয় কি কিছু আবিষ্কার করছিল,0
আল্লাহর গজব পড়ুক এই শিক্ষা ব্যবস্থাকারিদের উপর।আল্লাহ পুরো মুসলিম জাতিকে হেফাজত করুক। আমিন।,0
কতো টুকু নিচে নামতে পারলে এরকম কুরুচিপূর্ণ গল্প বইয়ের মধ্যে দিতে পারে বাংলাদেশ শিক্ষা অধিদপ্তর ছিঃ ছিঃ ছিঃ। আল্লাহ এই ডাস্টবিনের ময়লা গুলোদের থেকে আমাদের হেফাজত করুণ আমিন।,0
আমি হিন্দু হিসেবে বলছি 5 বছর আগে পড়াশোনা করে ভালোই লাগছে। এসব বই পড়ার চেয়ে পড়াশোনা না করা উচিত।,0
আল্লাহ ছাড় দেয় কিন্তু ছেড়ে দেয় না এ শিক্ষা বেবস্থা যারা চালু করতে চায় তাদের আল্লাহর গজব পড়বে ইনশাআল্লাহ,0
অনতিবিলম্বে ৭ম শ্রেণীর পাঠ্যপুস্ত সংশোধন করা হোক। সঠিক ইতিহাস ছাএদের মাঝে তুলে ধরা হোক। ৭ম শ্রেণীর পাঠ্যপুস্তক লেখককে বরখাস্ত করে উপযুক্ত শাস্তি দেওয়া হোক।,0
হে আল্লাহ আপনি আমাদেরকে ইহকাল ও পরকালে কল্যাণ দান করুন এবং আমাদেরকে মাফ করে দিন। আমাদেরকে উত্তম ও সহজ সঠিক পথে পরিচালিত করুন। আমিন,0
সৃষ্টিকর্তার সবচেয়ে বড় নেয়ামত'হচ্ছে সুস্থতা,0
ইসলাম জিতবেই তোমাকে নিয়ে অথবা,0
"আল্লাহ আপনাকে নেক হায়াত দান করুন, সর্বদা সত্যি কথা বলে জান",0
“মুমিনদের শুধুমাত্র আল্লাহর উপর নির্ভর করা উচিত”,0
আল্লাহ মুমিনদেরকে হেফাজত দান করুন।,0
এখনো কেন আনন্দোলন হয় না বই প্রাতিষ্ঠান এ চলে গেছে সব দল দয়া করে ঐক্য হন plz,0
"শায়েখ আহমদউল্লাহ একজন শান্ত প্রকৃতির জ্ঞানী আলেম,",0
আমাদের আগামী প্রজন্মকে ইসলামিক শিক্ষায় শিক্ষিত করেতে হবে। বই এর ভুল গুলো থেকে এই সমকামিতা দূর করতে হবে।,0
সবার রাস্তায় নেমে আন্দোলন করা উচিত। অনেক হয়ছে ছাড়। শিক্ষা ব্যবস্থা এভাবে ধ্বংস করা যায় না।,0
শায়েখের আলোচনা ছিলো অসাধারণ।,0
"শিক্ষা ব্যবস্থা পরিচালনার সাথে সংযুক্ত ব্যাক্তি দের সঠিক জ্ঞান দান করুন, ইয়া আল্লাহ",0
"ঠিক বলেছেন হুজুর, লানত এই সরকারের উপর, লানত এই সরকারের মন্ত্রী সবার উপর",0
আল্লাহ আমাদের হেফাজত করুন,0
আল্লাহ আমাদের হেফাজত করুন,0
আল্লাহ পাক আমাদের সবাই কে হেফাজতে রাখুক এবং হেদায়েত দান করুক আমিন,0
প্রতিটা বই থেকে ঐ পৃষ্ঠা গুলো ছিড়ে ফেলে ছাত্রছাত্রীদের হাতে দেয়া হোক,0
ভবিষ্যৎ প্রজন্মকে নিয়ে খেলা শুরু হয়ে গেছে।আল্লাহ আমাদের কে রক্ষা করবেন ইনশাআল্লাহ।,0
আল্লাহ মুসলিম দের কে হেফাযত করুন৷ তাদের এই পড়া লেখা থেকে,0
আল্লাহ এই চকরান্ত কারিদের হাত থেকে আমাদের দেশকে হেপাজত করুন,0
- গুরুত্বপূর্ণ আলোচনা। ধন্যবাদ,0
শিক্ষাখাতকে পরিকল্পিত ভাবে চক্রান্ত করে শেষ করে দেয়া হচ্ছে,0
ইসলামের বিজয় হোক,0
মাশাআল্লাহ অসাধারণ আলোচনা,0
আমাদের কঠোর ভাবে এর বিরুদ্ধে সোচ্চার হতে হবে,0
সুন্দর আলোচনা বিষয়টি সঠিকভাবে বলার জন্য।,0
তীব্র নিন্দা জানাই; এই ধরনের অসুস্থ শিক্ষা ব্যবস্থাকে,0
এই শিক্ষা ব্যাবস্থা পরিবর্তন করা হোক,0
ধন্যবাদ হুজুরকে,0
"আল্লাহ মাফ করুন, আমি আমার নিজেকে সিংহ মনে হচ্ছে!!বিষয়টা এখন এমন হচ্ছে।যে যা বোঝে না তাকে সে দায়িত্বে দিলে যা হয়।",0
"যে এই বই লিখছে তাদের কে শাস্তির আওতায় আনা হোক,,এই বই নতুন করে লেখা হোক,,,,",0
শিক্ষা মন্ত্রি কে আইনের আওতায় আনা হোক,0
ইনশাআল্লাহ এ বিষয়টি মাননীয় প্রধানমন্ত্রীর দৃষ্টিগোচর হলে তিনি যথোপযুক্ত ব্যবস্থা গ্রহণ করবেন।,0
অনেক সুন্দর আলোচনা।,0
বলার মতো ভাষা হারিয়ে ফেলেছি।,0
বর্তমান সময়ে কাওমী অঙ্গনের শিক্ষাই যথোপযোগী।,0
"কেয়ামতের আলামত, আল্লাহ তুমি সবাইকে হিদায়েত দান করুক",0
দেশে ইসলামের আইন তালেবান মত হতে হবে তবেই আমরা আল্লাহ কাছে মাপ পেতে পারবো। আল্লাহ আমাদের ইমানি শক্তি দাও,0
আমি একজন মুসলিম হিসেবে এর তীব্র নিন্দা জানাচ্ছি,0
কী বলব!!!,0
আমরা মুসলমান হিসেবে আমাদের এখন কী করা উচিত জাতিই বলুক।,0
আল্লাহ সুবহানাহু তাআলা তাদের কে হেদায়েত করুক না হয় ধ্বংস করুক আমীন,0
আল্লাহ আমাদের কে হেফাজত করো,0
"আমি মনে করি, শিক্ষা-মন্ত্রির পদত্যাগ করা উচিত।",0
"এত সচেতন, চিন্তিত অভিভাবক এগলা দেখে না!!এসব দেখলেও ত বাচ্চাগুলা আল্লহ এর দয়ায় বাচে",0
নাউযুবিল্লাহ,0
সময় থাকতে এই বই পাল্টে দেওয়া উচিৎ নাহলে আন্দোলন শুরু হলে অনেক খারাপ হবে বলে দিলাম।,0
আল্লাহর গজব পরবে এই সরকারের উপর,0
ওরা ক্ষমতায় আসলেই এই দেশে এই রকম হয়.,0
হাসান আল আজহারী ও সাইফুল আজম আল আজহারীর তাফসীর শুনুন। আল্লাহর পথে চলুন। সবার দাওয়াত রইল।,0
মাশাআললাহ আলহামদুলিলাহ আললাহুআকবার,0
এই বইগুলা বয়কট করা হোক,0
আমাদের শিক্ষাব্যবস্থা কাদের হাতে???,0
আলহামদুলিল্লাহ্। সত‍‍্য তুলে ধরার জন‍্য। জাযাকাল্লাহ্ খইরন,0
"আমরা রুখে দাড়াবো,",0
"পাঠ্যবই তে এটা কি লিখে নাই যে, আওয়ামী লীগের বিরুদ্ধে বলা কবিরা গুনাহ। পরের বছর লিখবে তাই না???",0
শিক্ষা মন্ত্রীর পদত্যাগ চাই সা,0
"হায় আফসোস,, এদেশের এত দুর্দশার আমরা হতভাগা এর পরেও একশ্রেণীর মানুষ এরা বুঝেতে চায়না এদেশ আমাদের কোথায় নিয়ে যাচ্ছে,,",0
আস্তাগফিরুল্লাহ আস্তাগফিরুল্লাহ,0
এই উদ্ভট গল্প কোথায় পায় ?কি ভাবে পাঠ্যপুস্তকে অন্তর্ভুক্ত হয় ? এদের বিরুদ্ধে ব্যবস্থা নিতে হবে ।,0
যারা এই বই ছাপিয়েছে তাদের উপর আল্লাহর গজব পড়ুক।,0
আহা! মুসলমান হিসেবে ঈমান টিকিয়ে রাখাই কঠিন হয়ে যাচ্ছে।আমরা কোথায় যাচ্ছি?,0
সবকিছুর পতনের জন্য কিছু উপলক্ষ লাগে। এটা তারই নিদর্শন মনে হচ্ছে।,0
আল্লাহ এদের বিচার করবে,0
আল্লাহ এসব ইসলাম বিদ্বেশের ধ্বংস করে দাও। আমিন,0
এর তীব্র নিন্দা এবং প্রতিবাদ জানাই আর যারা এই বই বানিয়েছে তাদের পতন চাই,0
"সবি শেখ হাসিনার অবোদান সমোকামিতার জয়গান (কি করে আমাদের ধর্ম,শিক্ষা, অর্থনিতি সব জয় বাংলা করে দিলো এই সরকার) বয়কট দিপু মনি",0
"সবার এক হয় দরকার,",0
কেয়ামতের আলামত,0
"প্রত্যেক ছেলে মেয়েকেই একদিন না একদিন নিজেকে নারি অথবা পুরুষ মনে করেছে,,,আমার নিজেরও মনে হয়েছে,,কিন্তু তাই বলে ছেলেদের সাথে মিশবল এর কোনো মানে নেই",0
আবাল যখন বই লেখার দায়িত্ব পায় তখন এমনই লেখে।,0
এবার স্মার্ট বাংলাদেশ!,0
এসব ইতিহাস বিক্রিত চুর দের বিচার চাই।,0
বই লিখছে কে?,0
সব বাবা মা রা এক হয়ে এই খারাপ বইটি নস্ট করে ফেলুন,0
ঠিক,0
এত কমেন্ট করে লাভ নাই পারলে আসেন আন্দলন করি তা ছাড়া উপায় নাই,0
"""স্মার্ট বাংলাদেশ"" সম্পর্কে আপনার কোন ধারণাই নাই....",0
এসব করে কারা গুড়া বের করতে হবে,0
আললাহ আমাদের জোড়ায় জোড়ায় সৃষ্টি করেছেন...তাহলে তৃতীয় লিঙ্গ কিভাবে আসলো?বুঝলাম না শরীহ্ ব্যাখ্যা চাই??,0
"হুজুররা যখন একদম ছোট ছেলে বাচ্চাদের বলাৎকার করে , তখন সেটা কি সমকামিতার পর্যায়ে পরে না হুজুর?! ওগুলো নিয়েত প্রতিবাদ করেন না হুগুর সাহেবরা।",0
লেখক জানয়ারের নাম উল্লেখ করুন,0
"শায়েখ ,,,,,",0
সরকারের জ্ঞান নাই।,0
এরা কি আর গল্প পায়না,0
নাওজোবিললা,0
হুজুর সাহসী বক্তৃতা দিয়েছেন। ধন্যবাদ,0
হে আল্লাহ যে সমকামিতার জন্য হযরত লুত আলাইহিসসাল্লামের জাতি ও তার সমর্থনকারী স্ত্রী ধ্বংস হয়েছিল l সেই জঘন্য পাপ কাজ থেকে আমাদের সকলকে হেফাজত করুন ll আমিন,0
আমি মনে করি এই আন্দোলনে স্কুল কলেজ এর শিক্ষার্থীদের আনা উচিত। যেহেতু তাদের ভবিষ্যৎ নিয়ে এসব কাজ করতেছে তাই তারা আন্দোলন করলে বরং এ থেকে মুক্তির পথ খুলতে পারে,0
মাশাআল্লাহ সুন্দর আলোচনা।,0
সমকামিতা আর ট্রান্সজেন্ডার সম্পন্ন আলাদা জিনিস....,0
মাশাআল্লাহ অসাধারণ আলোচনা,0
আল্লাহ তুমি আমাদের হেফাজত করুন,0
আল্লাহ তুমি আমাদের রক্ষা কর,0
"আমি সমকামীতাকে সাপোর্ট করি। কারণ সমকামীতা কোনো রোগ নয়, এটা প্রকৃতিরই একটা আশ্চর্য সৃষ্টি।",0
এসব বইয়ের পৃষ্ঠা ছিড়ে সব স্কুলের প্রধান শিক্ষকের কক্ষের সামনে নিক্ষেপ করা উচিত!,0
আমার সন্তানদের এই নাস্তিকতা পড়াশোনা করাবনা। আল্লাহ মাফ করুক।,0
এটা শিশু মনে খারাপ প্রভাব ফেলবে,0
"ইসলাম সুন্দর, অথচ লেখক ব্যাক্তি স্বাধীনতার কথা চিন্তা করতে গিয়ে উদ্ভট বিষয় তুলে ধরছে",0
এদেশে তালেবান পাকিস্তান না,0
আল্লাহ আমাদেরকে এরকম শিক্ষা ব্যবস্থা থেকে রক্ষা করুন,0
আল্লাহ হেফাজত করুন নব্য ফেরাউন আওয়ামী লীগ এবং তাদের সকল সহযোগীদের জুলুম থেকে (আমীন),0
আল্লাহ আপনি আমাদের এই সব কুশিক্ষা থেকে দুরে থাকার তৌফিক দিন,0
শিক্ষা মন্ত্রীকে বরখাস্তের আদেশ দেওয়া হোক,0
শিক্ষা মন্ত্রীর পদত্যাগ করা উচিত,0
আল্লাহ তুমি আমাদের হেদায়েত দান করো,0
এই জন্যই কখনো কোন বাচ্চাকে ভাই-বোন সন্তান-সন্ততি কাউকেই স্কুলে ভর্তি করাবো না,0
সকল স্কুলের অভিভাবকদের নিজেদের সন্তানের ভবিষ্যতের জন্য আন্দোলন করা উচিত,0
আল্লাহতালা সবাইকে হেদায়েত দান করুক,0
আল্লাহ তুমি এইসব কাফের দের থেকে আমাদের রক্ষা কর,0
কতো টুকু নিচে নামতে পারলে এরকম কুরুচিপূর্ণ গল্প বইয়ের মধ্যে দিতে পারে বাংলাদেশ শিক্ষা অধিদপ্তর ছিঃ ছিঃ ছিঃ। আল্লাহ এই ডাস্টবিনের ময়লা গুলোদের থেকে আমাদের হেফাজত করুণ আমিন।,0
এর জন্য আমাদের অভিভাবক কিছু করার দরকার। আমাদের সন্তানদের জীবন নষ্ট হবে। আমাদের অবিভাবকদে আন্দোলন করা উচিত। সরকারের এই সব বিষয়ে নজরদারির দরকার।,0
আমরা মুসলমান এই ধরনের শিক্ষা ব্যবস্থা কিছুতেই মেনে নিতে পারিনা।,0
আর কতকাল আমরা অন্ধকারে পড়ে থাকনলব?,0
হে আল্লাহ আপনি হেফাজত করেন আল্লাহুম্মা আমিন,0
ঠিক আমাদের শিক্ষা ব্যবস্থা কলুষিত আজ,0
"আল্লাহ আমাদের ক্ষমা করুন। বিকৃত মনের শয়তানি কর্মই যাদের কাজ, তাদের কে আল্লাহ হেদায়াত দিন। নচেৎ এসবের নোংরামির কুফলের অর্ধেক ক্ষতি দুনিয়াতেই যেন তাদের সমর্থন পোষ্ঠ পরিবার ভোগ করে, আমীন।",0
এই কুশিক্ষাকে যারা সমর্থন করছে,0
নবম দশম শ্রেণির বইতেও এই সমস্যা আছে।,0
এটা নিয়ে ব্যাপক আন্দোলন গড়ে তুলা উচিত বইয়ে এমন বিষয় কিভাবে দেওয়ার সাহস করে,0
বাংলাদেশের মানুষের মধ্যে আস্তে আস্তে এই পশ্চিমা বিজ গুলো ঢুকিয়ে দেওয়ার জন্যই এই পাঠ্যক্রম গুলো এভাবে সাজানো হয়েছে। অথচ এগুলো নিয়ে কোন কথা আলোচনা কিছুই হচ্ছে না।।,0
আমাদের সন্তান গুলো কে কি ভাবে গড়ে তুলবো হুজুর বুঝতে পারছি না,0
"সরকার ও শিক্ষা অধিদপ্তরের মুখে, ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ- থু থু থু থু থু",0
আপনারা থাম্বনেইলের মাধ্যমেই সমকামিতা প্রমোট করতাসেন। এটা চেঞ্জ করুন।,0
হুজুর আপনিও পাবলিক প্লেসে আলাপ করে মানুষ এর মনে ইচ্ছা জাগাচ্ছেন।,0
শিক্ষার নামে এসব নোংরামি গুলো বন্ধ করা হোক,0
"আমাদের উচিত এর বিরুদ্ধে প্রতিবাদ,আন্দোলন শুরু করা",0
"আসলে দেশটা হয়ে গেছে বারো ভাতারি,,,, তাই এমন শিক্ষামুলক বই,,,শিক্ষা মুলক কত ইতিহাস রয়েছে,,,শিক্ষা খাতে যারা আছে তারা ইহুদি নাসারা,,",0
এখন সমাজ একজন মামুনুর হক মিস করছে তাই আর কিছুই হয় না,0
নাওজুবিল্লাহ,0
নাউজুবিল্লাহ,0
এই জন্য দীন কায়েমের মাধ্যমে সমাধান করতে হবে।,0
